Food Code,Food Name,Rasa,Guna (Physical),Guna (Mental),Virya,Vipaka,Prabhava,Vata Effect,Pitta Effect,Kapha Effect
BFP348,Strawberry ice cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP350,Chocochip ice cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP351,Choconut ice cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP352,Pear chocholate sunday,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP353,Chocolate sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet sauce,decrease,neutral,increase
BFP354,Coffee ice cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP355,Coffee pear alaska,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP356,Crunchy butterscotch,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP358,Peach melba ice cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP359,Vanilla ice cream with apples in hot cherry sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet ice cream,decrease,neutral,increase
BFP361,Grape and orange whip,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP362,Honey banana cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP363,Raspberry bavarian cream,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP364,Fruit delight,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP365,Creamy chocolate mousse,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP366,Cold lemon souffle,amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,cooling dessert,decrease,increase,decrease
BFP367,Cold orange souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cooling dessert,decrease,neutral,increase
BFP368,Cold pineapple souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cooling dessert,decrease,neutral,increase
BFP369,Cold vanilla souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cooling dessert,decrease,neutral,increase
BFP370,Cold chocolate souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cooling dessert,decrease,neutral,increase
BFP371,Stewed fruit (with pear),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit dessert,decrease,neutral,increase
BFP372,Apricot fool,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,fruit dessert,decrease,neutral,increase
BFP373,Pavlova,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP379,Apple crumb pudding,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP380,Steamed cake with chocolate sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP382,Hot lemon souffle,amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,cooling dessert,decrease,increase,decrease
BFP386,Gulab jamun with milk powder,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP388,Chum chum,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP389,Dil bahar,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP390,Rasbhari,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet fruit,decrease,neutral,increase
BFP391,Rajbogh,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP392,Rasgulla,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP393,Rasmalai,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP396,Khoa coconut burfi,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP397,Danedar burfi,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP401,Semolina burfi (Suji/Rava burfi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP404,Khoa ladoo,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP406,Wheat and gram flour ladoo (Atta besan ladoo),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
BFP413,Murmura chikki,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light snack,decrease,neutral,increase
BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
BFP420,Chicken pakora/pakoda,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP421,Fish pakora/pakoda,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP424,Paneer cutlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP425,Sago cutlet/vadas (Sabudana cutlet/vadas),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,carbohydrate snack,decrease,neutral,increase
BFP427,Poshtik cutlet,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious snack,decrease,neutral,increase
BFP428,Egg cutlet (Anda cutlet),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP430,Minced meat cutlet,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
BFP431,Vegetable samosa,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,snack,decrease,neutral,increase
BFP436,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
BFP437,Masala urad dal vada,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
BFP439,Khaman (dhokla),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
BFP440,Instant dhokla,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP444,Coriander chutney (Hare dhaniye ki chutney),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP445,Gooseberry chutney (Amla chutney),amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,healthy chutney,decrease,increase,decrease
BFP446,Walnut chutney (Akhrot ki chutney),katu,laghu/ushna,rajovardhan,sheeta,katu,nutritious chutney,increase,increase,decrease
BFP447,Saunth/Sonth chutney with ginger,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP448,Gun powder chutney,katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP450,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious chutney,decrease,neutral,increase
BFP451,Curd mint dip,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy dip,increase,increase,decrease
BFP452,Curd vegetable dip,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dip,decrease,neutral,increase
BFP453,Mayonnaise vegetable dip,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy dip,decrease,neutral,increase
BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sandwich,increase,increase,decrease
BFP456,Tomato sandwich (grilled),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sandwich,increase,increase,decrease
BFP457,French sandwich (toasted),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP458,Peanut butter cucumber sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP459,Mint and peanut sandwich,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sandwich,increase,increase,decrease
BFP460,Spicy chutney sandwich,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sandwich,increase,increase,decrease
BFP461,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),katu,guru/snigdha,rajovardhan,ushna,katu,protein sandwich,increase,increase,decrease
BFP463,Rolled sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP466,Ribbon sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP467,Checker board sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP468,Submarine sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious sandwich,decrease,neutral,increase
BFP470,Cheese open sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich protein sandwich,decrease,neutral,increase
BFP471,Sunset and sunrise open sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich sandwich,decrease,neutral,increase
BFP472,Danish luncheon sandwich,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich sandwich,decrease,neutral,increase
BFP473,Chicken and corn open sandwich,katu,guru/snigdha,rajovardhan,ushna,katu,protein sandwich,increase,increase,decrease
BFP476,Chocolate sponge cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP478,Chocolate swiss roll,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP479,Lemon curd filling,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy filling,increase,increase,decrease
BFP480,Jam filling,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet filling,decrease,neutral,increase
BFP482,Chocolate pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP483,Assorted pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP484,Orange gateau,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP485,Black forest gateau,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP489,Lemon cake,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy cake,increase,increase,decrease
BFP491,Dundee cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP492,Victorian sandwich cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich sandwich,decrease,neutral,increase
BFP495,Chocolate eggless cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP496,Orange eggless cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
BFP498,Chocolate glace icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet icing,decrease,neutral,increase
BFP499,Butter icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet icing,decrease,neutral,increase
BFP500,Chocolate butter icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet icing,decrease,neutral,increase
BFP502,Almond biscuit (Badam ke biscuit),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
BFP505,Orange biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
BFP506,Gingerman biscuit,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy biscuit,decrease,neutral,increase
BFP507,Coffee drops,katu/tikta,laghu/ushna,rajovardhan,ushna,katu/tikta,spicy snack,increase,increase,decrease
BFP508,Christmas biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,festive biscuit,decrease,neutral,increase
BFP509,Christmas wreath biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,festive biscuit,decrease,neutral,increase
BFP510,Christmas bell biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,festive biscuit,decrease,neutral,increase
BFP511,Christmas star biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,festive biscuit,decrease,neutral,increase
BFP512,Christmas tree biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,festive biscuit,decrease,neutral,increase
BFP513,Chocolate cream shells,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cookies,decrease,neutral,increase
BFP516,Jelly biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
BFP517,Cherry and walnut cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cookies,decrease,neutral,increase
BFP518,Cheese straws,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
BFP519,Butterfly biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
BFP521,Flan pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP522,Fruit flan,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP523,Orange cream flan,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP527,Fruit puree tart,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet tart,decrease,neutral,increase
BFP529,Apple banana pie,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pie,decrease,neutral,increase
BFP531,Lemon chiffon pie,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy pie,increase,increase,decrease
BFP532,Orange chiffon pie,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pie,decrease,neutral,increase
BFP534,Cream buns,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet buns,decrease,neutral,increase
BFP535,Savoury puffs,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory puff,decrease,neutral,increase
BFP536,Choux swans,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP539,Potato aigrettes,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,potato snack,decrease,neutral,increase
BFP541,Cream horns,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pastry,decrease,neutral,increase
BFP542,Savoury cheese horns,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory pastry,decrease,neutral,increase
BFP544,Paneer patties,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP545,Vegetable patties,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable snack,decrease,neutral,increase
BFP546,Pearl millet infant food (Bajra shishu aahaar),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,infant food,decrease,neutral,increase
BFP547,Sajina,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious cereal,decrease,neutral,increase
BFP548,Cereal mix,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious cereal,decrease,neutral,increase
BFP549,Pulse mix,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious pulse mix,decrease,neutral,increase
BFP550,Shishu ahar,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,infant food,decrease,neutral,increase
BFP552,Cereal pulse mix with amylase rice flour,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious mix,decrease,neutral,increase
BFP553,Banana groundnut paste/puree,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious puree,decrease,neutral,increase
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein porridge,decrease,neutral,increase
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein porridge,decrease,neutral,increase
BFP556,Spinach khichri (Palak khichri/khichdi),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy protein meal,decrease,neutral,increase
BFP557,Vegetable mix,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy vegetable mix,decrease,neutral,increase
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein porridge,decrease,neutral,increase
BFP559,Maize porridge,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious porridge,decrease,neutral,increase
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious dessert,decrease,neutral,increase
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dessert,decrease,neutral,increase
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cookies,decrease,neutral,increase
BFP564,Pearl millet mathri (Bajra mathri),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
BFP565,Sesame biscuit (Til ke biscuit),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,savory snack,increase,increase,decrease
BFP568,Poshtik namak paras,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,savory snack,increase,increase,decrease
BFP569,Soya chikki,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
BFP570,Besan bathua chilla/cheela,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dessert,decrease,neutral,increase
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP574,Atta dal burfi,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dessert,decrease,neutral,increase
BFP575,Soya roti,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious roti,decrease,neutral,increase
BFP576,Poshtik khichdi/khichri,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious porridge,decrease,neutral,increase
BFP577,Namkeen daliya,katu,laghu/ushna,rajovardhan,ushna,katu,savory snack,increase,increase,decrease
BFP578,Sprouts upma,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious snack,decrease,neutral,increase
BFP579,Semolina idli (Suji/Rava idli),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light protein snack,decrease,neutral,increase
BFP580,Poshtik chilla/cheela,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
BFP604,Stuffed bittergourd (dry) (Bharwa karela),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy vegetable snack,increase,increase,decrease
BFP605,Cauliflower potato canjee,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable snack,decrease,neutral,increase
BFP606,Creamed spinach,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,creamy vegetable dish,decrease,neutral,increase
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet milkshake,decrease,neutral,increase
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet milkshake,decrease,neutral,increase
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet milkshake,decrease,neutral,increase
OSR001,Woodapple juice (Bel ka sharbat),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,refreshing juice,decrease,neutral,increase
OSR002,Sattu drink,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,energizing drink,increase,increase,decrease
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet sorbet,decrease,neutral,increase
OSR005,Thandai,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet drink,decrease,neutral,increase
OSR006,Cucumber sharbat (Kheere ka sharbat),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,refreshing drink,decrease,neutral,increase
OSR007,Apple oats chia seed smoothie,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious smoothie,decrease,neutral,increase
OSR008,Nannari sharbat,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,refreshing drink,decrease,neutral,increase
OSR009,Semolina milk drink (Thari kanji),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious milk drink,decrease,neutral,increase
OSR010,Saffron milk (Kesariya doodh),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious milk drink,decrease,neutral,increase
OSR011,Black rice kheer (Chak-hao kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR012,Coconut kheer (Nariyal ki kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR014,Kesari bath,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR015,Putharekulu,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR016,Mango malpua,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR017,Mango vanilla custard,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet custard,decrease,neutral,increase
OSR018,Kiwi granola pudding,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious dessert,decrease,neutral,increase
OSR019,Oats burfi,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
OSR020,Lotus seed halwa (Kamal gattay ka halwa),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR021,Amaranth ladoo (Rajgira ladoo),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
OSR022,Chhena poda,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR023,Sweet couscous dessert,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR024,Sweetened yogurt (Shrikhand),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dairy dessert,decrease,neutral,increase
OSR025,Thickened sweetened milk (Rabri),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich dessert,decrease,neutral,increase
OSR026,Gram flour halwa (Besan halwa),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR027,Prawn sandwich,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sandwich,increase,increase,decrease
OSR028,Watercress sandwich,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious sandwich,decrease,neutral,increase
OSR029,Fish sandwich,katu,laghu/snigdha,rajovardhan,ushna,katu,protein sandwich,increase,increase,decrease
OSR030,Kidney bean sandwich with cottage cheese,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein sandwich,decrease,neutral,increase
OSR031,Finger millet biscuit (Ragi biscuit),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,nutritious snack,decrease,neutral,increase
OSR032,Buttermilk biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR033,Lemon cookies,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy biscuit,decrease,neutral,increase
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR035,Raspberry shortbread cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR036,Pumpkin cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
